"","X","website","query","titles","location","wage","skills","lon","lat"
"312",1027,"Cyber Coders","Data Engineer","Data Engineer - Media Analytics Platform","Culver City, CA","Full-time $120k - $160k","ETL",-118.3964665,34.0211224
"313",1028,"Cyber Coders","Data Engineer","Data Engineer - Python, SQL, Data analytics","Queens, NY","Full-time $110k - $140k","Data Engineering",-73.7948516,40.7282239
"314",1029,"Cyber Coders","Data Engineer","Data Engineer - Python, SQL, Data analytics","Queens, NY","Full-time $110k - $140k","Data Pipelines",-73.7948516,40.7282239
"315",1030,"Cyber Coders","Data Engineer","Data Engineer - Python, SQL, Data analytics","Queens, NY","Full-time $110k - $140k","Data analytics background",-73.7948516,40.7282239
"316",1031,"Cyber Coders","Data Engineer","Data Engineer - Python, SQL, Data analytics","Queens, NY","Full-time $110k - $140k","Python",-73.7948516,40.7282239
"317",1032,"Cyber Coders","Data Engineer","Data Engineer - Python, SQL, Data analytics","Queens, NY","Full-time $110k - $140k","SQL",-73.7948516,40.7282239
"318",1033,"Cyber Coders","Data Engineer","Data Engineer - REMOTE, AWS, Agile/Scrum, CI/CD","Baltimore, MD","Compensation Unspecified","Agile",-76.6121893,39.2903848
"319",1034,"Cyber Coders","Data Engineer","Data Engineer - REMOTE, AWS, Agile/Scrum, CI/CD","Baltimore, MD","Compensation Unspecified","CI/CD",-76.6121893,39.2903848
"320",1035,"Cyber Coders","Data Engineer","Data Engineer - REMOTE, AWS, Agile/Scrum, CI/CD","Baltimore, MD","Compensation Unspecified","Data Development",-76.6121893,39.2903848
"321",1036,"Cyber Coders","Data Engineer","Data Engineer - REMOTE, AWS, Agile/Scrum, CI/CD","Baltimore, MD","Compensation Unspecified","Data Engineer",-76.6121893,39.2903848
"322",1037,"Cyber Coders","Data Engineer","Data Engineer - REMOTE, AWS, Agile/Scrum, CI/CD","Baltimore, MD","Compensation Unspecified","SCRUM",-76.6121893,39.2903848
"323",1038,"Cyber Coders","Data Engineer","Data Engineer - Relocation offered to St. Louis!","St. Louis, MO","Full-time $90k - $130k","Hadoop",-90.1994042,38.6270025
"324",1039,"Cyber Coders","Data Engineer","Data Engineer - Relocation offered to St. Louis!","St. Louis, MO","Full-time $90k - $130k","Hive",-90.1994042,38.6270025
"325",1040,"Cyber Coders","Data Engineer","Data Engineer - Relocation offered to St. Louis!","St. Louis, MO","Full-time $90k - $130k","Kafka",-90.1994042,38.6270025
"326",1041,"Cyber Coders","Data Engineer","Data Engineer - Relocation offered to St. Louis!","St. Louis, MO","Full-time $90k - $130k","Mapreduce",-90.1994042,38.6270025
"327",1042,"Cyber Coders","Data Engineer","Data Engineer - Relocation offered to St. Louis!","St. Louis, MO","Full-time $90k - $130k","yarn",-90.1994042,38.6270025
"328",1043,"Cyber Coders","Data Engineer","Data Engineer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","Batch",-74.0059728,40.7127753
"329",1044,"Cyber Coders","Data Engineer","Data Engineer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","Data Pipelines",-74.0059728,40.7127753
"330",1045,"Cyber Coders","Data Engineer","Data Engineer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","Data Warehouse",-74.0059728,40.7127753
"331",1046,"Cyber Coders","Data Engineer","Data Engineer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","ETL",-74.0059728,40.7127753
"332",1047,"Cyber Coders","Data Engineer","Data Engineer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","data warehouses",-74.0059728,40.7127753
"333",1048,"Cyber Coders","Data Engineer","Data Platform Engineer","Herndon, VA","Compensation Unspecified","Big Data",-77.3860976,38.9695545
"334",1049,"Cyber Coders","Data Engineer","Data Platform Engineer","Herndon, VA","Compensation Unspecified","Data Engineer",-77.3860976,38.9695545
"335",1050,"Cyber Coders","Data Engineer","Data Platform Engineer","Herndon, VA","Compensation Unspecified","ETL",-77.3860976,38.9695545
"336",1051,"Cyber Coders","Data Engineer","Data Platform Engineer","Herndon, VA","Compensation Unspecified","NoSQL",-77.3860976,38.9695545
"337",1052,"Cyber Coders","Data Engineer","Data Platform Engineer","Herndon, VA","Compensation Unspecified","Pipelines",-77.3860976,38.9695545
"338",1053,"Cyber Coders","Data Engineer","Data Platform Engineer - Python, AWS, Cloud","Seattle, WA","Compensation Unspecified","AWS",-122.3320708,47.6062095
"339",1054,"Cyber Coders","Data Engineer","Data Platform Engineer - Python, AWS, Cloud","Seattle, WA","Compensation Unspecified","Cloud",-122.3320708,47.6062095
"340",1055,"Cyber Coders","Data Engineer","Data Platform Engineer - Python, AWS, Cloud","Seattle, WA","Compensation Unspecified","ELK",-122.3320708,47.6062095
"341",1056,"Cyber Coders","Data Engineer","Data Platform Engineer - Python, AWS, Cloud","Seattle, WA","Compensation Unspecified","Python",-122.3320708,47.6062095
"342",1057,"Cyber Coders","Data Engineer","Data Science / Machine Learning Software Engineer - Python, GIS","Mountain View, CA","Compensation Unspecified","AWS",-122.0838511,37.3860517
"343",1058,"Cyber Coders","Data Engineer","Data Science / Machine Learning Software Engineer - Python, GIS","Mountain View, CA","Compensation Unspecified","GIS",-122.0838511,37.3860517
"344",1059,"Cyber Coders","Data Engineer","Data Science / Machine Learning Software Engineer - Python, GIS","Mountain View, CA","Compensation Unspecified","PyTorch",-122.0838511,37.3860517
"345",1060,"Cyber Coders","Data Engineer","Data Science / Machine Learning Software Engineer - Python, GIS","Mountain View, CA","Compensation Unspecified","Python",-122.0838511,37.3860517
"346",1061,"Cyber Coders","Data Engineer","Data Science / Machine Learning Software Engineer - Python, GIS","Mountain View, CA","Compensation Unspecified","geopandas",-122.0838511,37.3860517
"347",1062,"Cyber Coders","Data Engineer","Data Warehouse Engineer - SQL, Azure, Snowflake","Newport Beach, CA","Compensation Unspecified","Azure",-117.9298493,33.6188829
"348",1063,"Cyber Coders","Data Engineer","Data Warehouse Engineer - SQL, Azure, Snowflake","Newport Beach, CA","Compensation Unspecified","Data Ingestion + Integrations (REST/SOAP/SFTP/MQ",-117.9298493,33.6188829
"349",1064,"Cyber Coders","Data Engineer","Data Warehouse Engineer - SQL, Azure, Snowflake","Newport Beach, CA","Compensation Unspecified","Large scale data lake or warehouse implementation",-117.9298493,33.6188829
"350",1065,"Cyber Coders","Data Engineer","Data Warehouse Engineer - SQL, Azure, Snowflake","Newport Beach, CA","Compensation Unspecified","Microsoft Stack",-117.9298493,33.6188829
"351",1066,"Cyber Coders","Data Engineer","Data Warehouse Engineer - SQL, Azure, Snowflake","Newport Beach, CA","Compensation Unspecified","Python or Scala",-117.9298493,33.6188829
"352",1067,"Cyber Coders","Data Engineer","Database Developer - SQL, Data Warehouse ETL, Database Testing","Phoenix, AZ","Full-time $65k - $95k","Database testing",-112.0740373,33.4483771
"353",1068,"Cyber Coders","Data Engineer","Database Developer - SQL, Data Warehouse ETL, Database Testing","Phoenix, AZ","Full-time $65k - $95k","SQL",-112.0740373,33.4483771
"354",1069,"Cyber Coders","Data Engineer","Database Developer - SQL, Data Warehouse ETL, Database Testing","Phoenix, AZ","Full-time $65k - $95k","data warehouse ETL",-112.0740373,33.4483771
"355",1070,"Cyber Coders","Data Engineer","Database Developer - SQL, Data Warehouse ETL, Database Testing","Scottsdale, AZ","Full-time $65k - $95k","Database testing",-111.9260519,33.4941704
"356",1071,"Cyber Coders","Data Engineer","Database Developer - SQL, Data Warehouse ETL, Database Testing","Scottsdale, AZ","Full-time $65k - $95k","SQL",-111.9260519,33.4941704
"357",1072,"Cyber Coders","Data Engineer","Database Developer - SQL, Data Warehouse ETL, Database Testing","Scottsdale, AZ","Full-time $65k - $95k","data warehouse ETL",-111.9260519,33.4941704
"358",1073,"Cyber Coders","Data Engineer","Database Engineer - SQL Server, SSIS ($100k - $120k)","Los Angeles, CA","Full-time $100k - $120k","ETL",-118.2436849,34.0522342
"359",1074,"Cyber Coders","Data Engineer","Database Engineer - SQL Server, SSIS ($100k - $120k)","Los Angeles, CA","Full-time $100k - $120k","SQL Server",-118.2436849,34.0522342
"360",1075,"Cyber Coders","Data Engineer","Database Engineer - SQL Server, SSIS ($100k - $120k)","Los Angeles, CA","Full-time $100k - $120k","Ssis",-118.2436849,34.0522342
"361",1076,"Cyber Coders","Data Engineer","Database Engineer - SQL Server, SSIS ($100k - $120k)","Los Angeles, CA","Full-time $100k - $120k","T-SQL",-118.2436849,34.0522342
"362",1077,"Cyber Coders","Data Engineer","Database Engineer - SQL Server, SSIS ($100k - $120k)","Los Angeles, CA","Full-time $100k - $120k","Team Foundation Server",-118.2436849,34.0522342
"363",1078,"Cyber Coders","Data Engineer","Database Engineer/Designer - SQL, AWS (TS/SCI Clearance)","Columbia, MD","Full-time $150k - $175k","AWS",-76.8610462,39.2037144
"364",1079,"Cyber Coders","Data Engineer","Database Engineer/Designer - SQL, AWS (TS/SCI Clearance)","Columbia, MD","Full-time $150k - $175k","Database Administration",-76.8610462,39.2037144
"365",1080,"Cyber Coders","Data Engineer","Database Engineer/Designer - SQL, AWS (TS/SCI Clearance)","Columbia, MD","Full-time $150k - $175k","Database Engineering",-76.8610462,39.2037144
"366",1081,"Cyber Coders","Data Engineer","Database Engineer/Designer - SQL, AWS (TS/SCI Clearance)","Columbia, MD","Full-time $150k - $175k","SQL",-76.8610462,39.2037144
"367",1082,"Cyber Coders","Data Engineer","Database Engineer/Designer - SQL, AWS (TS/SCI Clearance)","Columbia, MD","Full-time $150k - $175k","TS/SCI",-76.8610462,39.2037144
"368",1083,"Cyber Coders","Data Engineer","Database developer - SQL/SDLC","Miami, FL","Full-time $50.00-$70.00","COTS",-80.1917902,25.7616798
"369",1084,"Cyber Coders","Data Engineer","Database developer - SQL/SDLC","Miami, FL","Full-time $50.00-$70.00","Data Migration",-80.1917902,25.7616798
"370",1085,"Cyber Coders","Data Engineer","Database developer - SQL/SDLC","Miami, FL","Full-time $50.00-$70.00","ETL",-80.1917902,25.7616798
"371",1086,"Cyber Coders","Data Engineer","Database developer - SQL/SDLC","Miami, FL","Full-time $50.00-$70.00","SDLC",-80.1917902,25.7616798
"372",1087,"Cyber Coders","Data Engineer","Database developer - SQL/SDLC","Miami, FL","Full-time $50.00-$70.00","SQL",-80.1917902,25.7616798
"373",1088,"Cyber Coders","Data Engineer","Design Engineer II/ III","Hollister, CA","Compensation Unspecified","Design Engineer",-121.4016021,36.8524545
"374",1089,"Cyber Coders","Data Engineer","Design Engineer II/ III","Hollister, CA","Compensation Unspecified","Failure Analysis",-121.4016021,36.8524545
"375",1090,"Cyber Coders","Data Engineer","Design Engineer II/ III","Hollister, CA","Compensation Unspecified","MS Office Suite",-121.4016021,36.8524545
"376",1091,"Cyber Coders","Data Engineer","Design Engineer II/ III","Hollister, CA","Compensation Unspecified","Manufacturing",-121.4016021,36.8524545
"377",1092,"Cyber Coders","Data Engineer","Design Engineer II/ III","Hollister, CA","Compensation Unspecified","SolidWorks or Similiar Modeling Software",-121.4016021,36.8524545
"378",1093,"Cyber Coders","Data Engineer","DevOps Engineer - Networking, Data Center","West Jordan, UT","Compensation Unspecified","Cisco",-111.9391031,40.6096698
"379",1094,"Cyber Coders","Data Engineer","DevOps Engineer - Networking, Data Center","West Jordan, UT","Compensation Unspecified","Network Security",-111.9391031,40.6096698
"380",1095,"Cyber Coders","Data Engineer","DevOps Engineer - Networking, Data Center","West Jordan, UT","Compensation Unspecified","Python",-111.9391031,40.6096698
"381",1096,"Cyber Coders","Data Engineer","DevOps Engineer - Networking, Data Center","West Jordan, UT","Compensation Unspecified","VMWare",-111.9391031,40.6096698
"382",1097,"Cyber Coders","Data Engineer","DevOps Engineer - Networking, Data Center","West Jordan, UT","Compensation Unspecified","Windows",-111.9391031,40.6096698
"383",1098,"Cyber Coders","Data Engineer","ETL Developer - Data Engineer","New York, NY","Compensation Unspecified","Batch",-74.0059728,40.7127753
"384",1099,"Cyber Coders","Data Engineer","ETL Developer - Data Engineer","New York, NY","Compensation Unspecified","Data Pipelines",-74.0059728,40.7127753
"385",1100,"Cyber Coders","Data Engineer","ETL Developer - Data Engineer","New York, NY","Compensation Unspecified","Data Warehouse",-74.0059728,40.7127753
"386",1101,"Cyber Coders","Data Engineer","ETL Developer - Data Engineer","New York, NY","Compensation Unspecified","ETL",-74.0059728,40.7127753
"387",1102,"Cyber Coders","Data Engineer","ETL Developer - Data Engineer","New York, NY","Compensation Unspecified","data warehouses",-74.0059728,40.7127753
"388",1103,"Cyber Coders","Data Engineer","ETL Developer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","Batch",-74.0059728,40.7127753
"389",1104,"Cyber Coders","Data Engineer","ETL Developer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","Data Pipelines",-74.0059728,40.7127753
"390",1105,"Cyber Coders","Data Engineer","ETL Developer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","Data Warehouse",-74.0059728,40.7127753
"391",1106,"Cyber Coders","Data Engineer","ETL Developer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","ETL",-74.0059728,40.7127753
"392",1107,"Cyber Coders","Data Engineer","ETL Developer - Snowflake/Informatica/Tableau","New York, NY","Compensation Unspecified","data warehouses",-74.0059728,40.7127753
"393",1108,"Cyber Coders","Data Engineer","ETL Engineer | Contract to Hire","Windsor Mill, MD, MD","Contract $30.00-$35.00","Ad Hoc Query",-76.7595659,39.3326927
"394",1109,"Cyber Coders","Data Engineer","ETL Engineer | Contract to Hire","Windsor Mill, MD, MD","Contract $30.00-$35.00","Automation",-76.7595659,39.3326927
"395",1110,"Cyber Coders","Data Engineer","ETL Engineer | Contract to Hire","Windsor Mill, MD, MD","Contract $30.00-$35.00","ETL",-76.7595659,39.3326927
"396",1111,"Cyber Coders","Data Engineer","ETL Engineer | Contract to Hire","Windsor Mill, MD, MD","Contract $30.00-$35.00","Scripting",-76.7595659,39.3326927
"397",1112,"Cyber Coders","Data Engineer","ETL Engineer | Contract to Hire","Windsor Mill, MD, MD","Contract $30.00-$35.00","data definition language",-76.7595659,39.3326927
"398",1113,"Cyber Coders","Data Engineer","Electrical Engineer - High Voltage, medium voltage, Utility","Vacaville, CA","Compensation Unspecified","Electric Utility",-121.9877444,38.3565773
"399",1114,"Cyber Coders","Data Engineer","Electrical Engineer - High Voltage, medium voltage, Utility","Vacaville, CA","Compensation Unspecified","Electrical Design",-121.9877444,38.3565773
"400",1115,"Cyber Coders","Data Engineer","Electrical Engineer - High Voltage, medium voltage, Utility","Vacaville, CA","Compensation Unspecified","High Voltage",-121.9877444,38.3565773
"401",1116,"Cyber Coders","Data Engineer","Electrical Engineer - High Voltage, medium voltage, Utility","Vacaville, CA","Compensation Unspecified","Utility",-121.9877444,38.3565773
"402",1117,"Cyber Coders","Data Engineer","Electrical Engineer - High Voltage, medium voltage, Utility","Vacaville, CA","Compensation Unspecified","medium voltage",-121.9877444,38.3565773
"403",1118,"Cyber Coders","Data Engineer","Embedded Software Engineer - Linux","Austin, TX","Compensation Unspecified","ARM microcontroller systems",-97.7430608,30.267153
"404",1119,"Cyber Coders","Data Engineer","Embedded Software Engineer - Linux","Austin, TX","Compensation Unspecified","C/C",-97.7430608,30.267153
"405",1120,"Cyber Coders","Data Engineer","Embedded Software Engineer - Linux","Austin, TX","Compensation Unspecified","Data Structures",-97.7430608,30.267153
"406",1121,"Cyber Coders","Data Engineer","Embedded Software Engineer - Linux","Austin, TX","Compensation Unspecified","Embedded Software",-97.7430608,30.267153
"407",1122,"Cyber Coders","Data Engineer","Embedded Software Engineer - Linux","Austin, TX","Compensation Unspecified","Linux",-97.7430608,30.267153
"408",1123,"Cyber Coders","Data Engineer","Escalation Engineer-Data Center Engineer (REMOTE)","Claremont, NH","Compensation Unspecified","Administration of Storage Area Network technology",-72.3378744,43.3728635
"409",1124,"Cyber Coders","Data Engineer","Escalation Engineer-Data Center Engineer (REMOTE)","Claremont, NH","Compensation Unspecified","CCNA Data Center",-72.3378744,43.3728635
"410",1125,"Cyber Coders","Data Engineer","Escalation Engineer-Data Center Engineer (REMOTE)","Claremont, NH","Compensation Unspecified","ITIL",-72.3378744,43.3728635
"411",1126,"Cyber Coders","Data Engineer","Escalation Engineer-Data Center Engineer (REMOTE)","Claremont, NH","Compensation Unspecified","Nexus Platforms administration",-72.3378744,43.3728635
"412",1127,"Cyber Coders","Data Engineer","Escalation Engineer-Data Center Engineer (REMOTE)","Claremont, NH","Compensation Unspecified","VMware Certified Design Expert",-72.3378744,43.3728635
"413",1128,"Cyber Coders","Data Engineer","Front End (React) Engineer - Entertainment Analytics","Culver City, CA","Full-time $120k - $175k","Front End Engineering",-118.3964665,34.0211224
"414",1129,"Cyber Coders","Data Engineer","Front End (React) Engineer - Entertainment Analytics","Culver City, CA","Full-time $120k - $175k","MySQL",-118.3964665,34.0211224
"415",1130,"Cyber Coders","Data Engineer","Front End (React) Engineer - Entertainment Analytics","Culver City, CA","Full-time $120k - $175k","React.JS",-118.3964665,34.0211224
"416",1131,"Cyber Coders","Data Engineer","Front End (React) Engineer - Entertainment Analytics","Culver City, CA","Full-time $120k - $175k","Ruby On Rails",-118.3964665,34.0211224
"417",1132,"Cyber Coders","Data Engineer","Front End (React) Engineer - Entertainment Analytics","Culver City, CA","Full-time $120k - $175k","TypeScript",-118.3964665,34.0211224
"418",1133,"Cyber Coders","Data Engineer","Frontend Engineer - Web development/Real-Time Data","Louisville, KY","Full-time $70k - $100k","CSS",-85.7584557,38.2526647
"419",1134,"Cyber Coders","Data Engineer","Frontend Engineer - Web development/Real-Time Data","Louisville, KY","Full-time $70k - $100k","HTML",-85.7584557,38.2526647
"420",1135,"Cyber Coders","Data Engineer","Frontend Engineer - Web development/Real-Time Data","Louisville, KY","Full-time $70k - $100k","JavaScript",-85.7584557,38.2526647
"421",1136,"Cyber Coders","Data Engineer","Frontend Engineer - Web development/Real-Time Data","Louisville, KY","Full-time $70k - $100k","Real-time",-85.7584557,38.2526647
"422",1137,"Cyber Coders","Data Engineer","Frontend Engineer - Web development/Real-Time Data","Louisville, KY","Full-time $70k - $100k","Web Development",-85.7584557,38.2526647
"423",1138,"Cyber Coders","Data Engineer","Full Stack Developer - .Net/SQL","Arlington, VA","Full-time $90k - $110k","DAX",-77.1067698,38.8799697
"424",1139,"Cyber Coders","Data Engineer","Full Stack Developer - .Net/SQL","Arlington, VA","Full-time $90k - $110k","Data Structures",-77.1067698,38.8799697
"425",1140,"Cyber Coders","Data Engineer","Full Stack Developer - .Net/SQL","Arlington, VA","Full-time $90k - $110k","OOP",-77.1067698,38.8799697
"426",1141,"Cyber Coders","Data Engineer","Full Stack Developer - .Net/SQL","Arlington, VA","Full-time $90k - $110k","Objected Oriented",-77.1067698,38.8799697
"427",1142,"Cyber Coders","Data Engineer","Full Stack Developer - .Net/SQL","Arlington, VA","Full-time $90k - $110k","SQL",-77.1067698,38.8799697
"428",1143,"Cyber Coders","Data Engineer","Full Stack Developer - Data","Arlington, VA","Full-time $90k - $110k","DAX",-77.1067698,38.8799697
"429",1144,"Cyber Coders","Data Engineer","Full Stack Developer - Data","Arlington, VA","Full-time $90k - $110k","Data Structures",-77.1067698,38.8799697
"430",1145,"Cyber Coders","Data Engineer","Full Stack Developer - Data","Arlington, VA","Full-time $90k - $110k","OOP",-77.1067698,38.8799697
"431",1146,"Cyber Coders","Data Engineer","Full Stack Developer - Data","Arlington, VA","Full-time $90k - $110k","Objected Oriented",-77.1067698,38.8799697
"432",1147,"Cyber Coders","Data Engineer","Full Stack Developer - Data","Arlington, VA","Full-time $90k - $110k","SQL",-77.1067698,38.8799697
"433",1148,"Cyber Coders","Data Engineer","Full Stack Developer - Devops, AWS, Software Engineer","Baltimore, MD","Compensation Unspecified","AWS",-76.6121893,39.2903848
"434",1149,"Cyber Coders","Data Engineer","Full Stack Developer - Devops, AWS, Software Engineer","Baltimore, MD","Compensation Unspecified","Architecture",-76.6121893,39.2903848
"435",1150,"Cyber Coders","Data Engineer","Full Stack Developer - Devops, AWS, Software Engineer","Baltimore, MD","Compensation Unspecified","Devops",-76.6121893,39.2903848
"436",1151,"Cyber Coders","Data Engineer","Full Stack Developer - Devops, AWS, Software Engineer","Baltimore, MD","Compensation Unspecified","Enterprise",-76.6121893,39.2903848
"437",1152,"Cyber Coders","Data Engineer","Full Stack Developer - Devops, AWS, Software Engineer","Baltimore, MD","Compensation Unspecified","Software Engineer",-76.6121893,39.2903848
"438",1153,"Cyber Coders","Data Engineer","Full-Stack Developer (JAVA/J2EE)","El Dorado Hills, CA","Compensation Unspecified","Electronic data processing",-121.082167,38.6857367
"439",1154,"Cyber Coders","Data Engineer","Full-Stack Developer (JAVA/J2EE)","El Dorado Hills, CA","Compensation Unspecified","J2EE",-121.082167,38.6857367
"440",1155,"Cyber Coders","Data Engineer","Full-Stack Developer (JAVA/J2EE)","El Dorado Hills, CA","Compensation Unspecified","Java",-121.082167,38.6857367
"441",1156,"Cyber Coders","Data Engineer","Full-Stack Developer (JAVA/J2EE)","El Dorado Hills, CA","Compensation Unspecified","SQL",-121.082167,38.6857367
"442",1157,"Cyber Coders","Data Engineer","Full-Stack Developer (JAVA/J2EE)","El Dorado Hills, CA","Compensation Unspecified","Websphere",-121.082167,38.6857367
"443",1158,"Cyber Coders","Data Engineer","Fullstack Developer - Javascript, Node, MongoDB,MEAN stack","Mclean, VA","Full-time $90k - $110k","AWS",-77.1772604,38.9338676
"444",1159,"Cyber Coders","Data Engineer","Fullstack Developer - Javascript, Node, MongoDB,MEAN stack","Mclean, VA","Full-time $90k - $110k","Large Data Sets",-77.1772604,38.9338676
"445",1160,"Cyber Coders","Data Engineer","Fullstack Developer - Javascript, Node, MongoDB,MEAN stack","Mclean, VA","Full-time $90k - $110k","Large data-sets",-77.1772604,38.9338676
"446",1161,"Cyber Coders","Data Engineer","Fullstack Developer - Javascript, Node, MongoDB,MEAN stack","Mclean, VA","Full-time $90k - $110k","MongoDB",-77.1772604,38.9338676
"447",1162,"Cyber Coders","Data Engineer","Fullstack Developer - Javascript, Node, MongoDB,MEAN stack","Mclean, VA","Full-time $90k - $110k","NodeJS",-77.1772604,38.9338676
"448",1163,"Cyber Coders","Data Engineer","Immediate need for a talented Sr. Data Engineer/Developer!","Burbank, CA","Full-time $80k - $120k","Business Intelligence",-118.3089661,34.1808392
"449",1164,"Cyber Coders","Data Engineer","Immediate need for a talented Sr. Data Engineer/Developer!","Burbank, CA","Full-time $80k - $120k","Data Modeling",-118.3089661,34.1808392
"450",1165,"Cyber Coders","Data Engineer","Immediate need for a talented Sr. Data Engineer/Developer!","Burbank, CA","Full-time $80k - $120k","PL/SQL",-118.3089661,34.1808392
"451",1166,"Cyber Coders","Data Engineer","Immediate need for a talented Sr. Data Engineer/Developer!","Burbank, CA","Full-time $80k - $120k","Performance Tuning",-118.3089661,34.1808392
"452",1167,"Cyber Coders","Data Engineer","Immediate need for a talented Sr. Data Engineer/Developer!","Burbank, CA","Full-time $80k - $120k","Unix Shell Scripting",-118.3089661,34.1808392
"453",1168,"Cyber Coders","Data Engineer","Information Security Engineer","Richmond, VA","Full-time $100k - $120k","AWS",-77.4360481,37.5407246
"454",1169,"Cyber Coders","Data Engineer","Information Security Engineer","Richmond, VA","Full-time $100k - $120k","Azure",-77.4360481,37.5407246
"455",1170,"Cyber Coders","Data Engineer","Information Security Engineer","Richmond, VA","Full-time $100k - $120k","Firewalls",-77.4360481,37.5407246
"456",1171,"Cyber Coders","Data Engineer","Information Security Engineer","Richmond, VA","Full-time $100k - $120k","Information Security",-77.4360481,37.5407246
"457",1172,"Cyber Coders","Data Engineer","Information Security Engineer","Richmond, VA","Full-time $100k - $120k","cloud infrastructure",-77.4360481,37.5407246
"458",1173,"Cyber Coders","Data Engineer","Java Developer (Remote)","San Diego, CA","Full-time $120k - $130k","Java 7",-117.1610838,32.715738
"459",1174,"Cyber Coders","Data Engineer","Java Developer (Remote)","San Diego, CA","Full-time $120k - $130k","Java 8",-117.1610838,32.715738
"460",1175,"Cyber Coders","Data Engineer","Java Developer (Remote)","San Diego, CA","Full-time $120k - $130k","Lambda",-117.1610838,32.715738
"461",1176,"Cyber Coders","Data Engineer","Java Developer (Remote)","San Diego, CA","Full-time $120k - $130k","Restful Services",-117.1610838,32.715738
"462",1177,"Cyber Coders","Data Engineer","Java Developer (Remote)","San Diego, CA","Full-time $120k - $130k","Spring Boot",-117.1610838,32.715738
"463",1178,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Boulder, CO","Full-time $70k - $95k","Core Data",-105.2705456,40.0149856
"464",1179,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Boulder, CO","Full-time $70k - $95k","RESTful Web Services",-105.2705456,40.0149856
"465",1180,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Boulder, CO","Full-time $70k - $95k","SWIFT",-105.2705456,40.0149856
"466",1181,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Boulder, CO","Full-time $70k - $95k","iOS Application Development",-105.2705456,40.0149856
"467",1182,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Boulder, CO","Full-time $70k - $95k","iOS SDKs",-105.2705456,40.0149856
"468",1183,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Denver, CO","Full-time $70k - $110k","Core Data",-104.990251,39.7392358
"469",1184,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Denver, CO","Full-time $70k - $110k","RESTful Web Services",-104.990251,39.7392358
"470",1185,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Denver, CO","Full-time $70k - $110k","SWIFT",-104.990251,39.7392358
"471",1186,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Denver, CO","Full-time $70k - $110k","iOS Application Development",-104.990251,39.7392358
"472",1187,"Cyber Coders","Data Engineer","Junior - Mid-Level iOS Developer","Denver, CO","Full-time $70k - $110k","iOS SDKs",-104.990251,39.7392358
"473",1188,"Cyber Coders","Data Engineer","Lead Android & Bluetooth Engineer - East LA","Los Angeles, CA","Full-time $130k - $175k","Android Application Development",-118.2436849,34.0522342
"474",1189,"Cyber Coders","Data Engineer","Lead Android & Bluetooth Engineer - East LA","Los Angeles, CA","Full-time $130k - $175k","Android architecture - MVP / MVVM / MVI",-118.2436849,34.0522342
"475",1190,"Cyber Coders","Data Engineer","Lead Android & Bluetooth Engineer - East LA","Los Angeles, CA","Full-time $130k - $175k","Computer Science Fundamentals",-118.2436849,34.0522342
"476",1191,"Cyber Coders","Data Engineer","Lead Android & Bluetooth Engineer - East LA","Los Angeles, CA","Full-time $130k - $175k","Java / Kotlin",-118.2436849,34.0522342
"477",1192,"Cyber Coders","Data Engineer","Lead Android & Bluetooth Engineer - East LA","Los Angeles, CA","Full-time $130k - $175k","data structure experience",-118.2436849,34.0522342
"478",1193,"Cyber Coders","Data Engineer","Lead Data Engineer","New York, NY","Full-time $140k - $175k","AWS",-74.0059728,40.7127753
"479",1194,"Cyber Coders","Data Engineer","Lead Data Engineer","New York, NY","Full-time $140k - $175k","Hadoop",-74.0059728,40.7127753
"480",1195,"Cyber Coders","Data Engineer","Lead Data Engineer","New York, NY","Full-time $140k - $175k","Postgres/Redshift",-74.0059728,40.7127753
"481",1196,"Cyber Coders","Data Engineer","Lead Data Engineer","New York, NY","Full-time $140k - $175k","Python",-74.0059728,40.7127753
"482",1197,"Cyber Coders","Data Engineer","Lead Data Engineer","New York, NY","Full-time $140k - $175k","SQL",-74.0059728,40.7127753
"483",1198,"Cyber Coders","Data Engineer","Lead Data Engineer - Big Data -Apache Spark","San Jose, CA","Full-time $130k - $160k","AWS",-121.8863286,37.3382082
