web-scraper-order,web-scraper-start-url,link,link-href,load more,load more-href,name,location,salary,skills
"1571593118-732","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Senior Data Scientist -Boston-145K+

Nigel Frank International US
Boston
Full Time


Data Scientist Required Experience &amp; Qualifications: Familiar with Hadoop, Spark or other Big Data Platforms Familiar with Cloud-based Machine Learning platforms such as Azure ML or Spark MLib ...
$145,000 - $155,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q4CG77K0J418Z6QTX?ipath=CRJR25","","","Senior Data Scientist -Boston-145K+","Boston","$150K","Big Data"
"1571593093-668","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","19 days ago
Data Scientist - Madison, Wisconsin - $80-115K

Nigel Frank International US
Sun Prairie
Full Time


One of the leading Retailers in Wisconsin with over 150 retail locations is on the lookout for a Data Scientist with skills in hardcore data analysis and engineering skills to be based out of Madis...
$80,000 - $115,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3T7F863TPB7XCSRB3L?ipath=CRJR36","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist - Madison, Wisconsin - $80-115K","Sun Prairie","$98K","Microsoft Dynamics"
"1571593144-804","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role

Jefferson Frank
Atlanta
Full Time


Jefferson Frank is the global leader in Amazon Web Services recruiting. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity f...
$135,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3N39Y6V5KCX2SQQ2H0?ipath=CRJR13","","","Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role","Atlanta","null","Cloud Computing"
"1571593148-815","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

New York
Contractor


My name is Jerald Paul and I am a Senior Technical Recruiter with ACT Consulting. We have an urgent contract opening for a Lead Data Scientist with our direct client located in New York, NY.
ACT ...



Easy Apply","https://www.careerbuilder.com/job/JDF3JJ6FH82QV67ZLK1?ipath=CRJR11","","","Data Scientist","Contractor","$130K","Big Data"
"1571593150-821","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


We are a multi-brand online consumer lender specializing in installment lending and lines of credit. We are on the cusp of significant growth in the scale of our operations and need you to help us ...
$110,000 - $130,000 / year


Easy Apply","https://www.careerbuilder.com/job/JD87SH64VCW6K2D64WS?ipath=CRJR10","","","Data Scientist","Chicago","$120K","Scikit Learn"
"1571593107-703","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","19 days ago
Data Scientist - AWS Big Data - Chicago, IL - 130,000+

Jefferson Frank
Chicago
Full Time


Jefferson Frank is the Amazon Web Services (AWS) recruiter of choice. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity fir...
$130,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3S0RF71D43FDJLTJN8?ipath=CRJR30","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist - AWS Big Data - Chicago, IL - 130,000+","Chicago","$150K","Amazon Relational Database Service"
"1571593156-840","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

Robert Half Technology
McLean
Full Time


As a senior data scientist, you will help business units effectively use data to make better decisions. You will apply your knowledge of various statistical and machine-learning techniques to lead ...
$130,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3R2C276FL2M3FD3Y36?ipath=CRJR7","","","Data Scientist","McLean","$140K","Mathematical Optimization"
"1571593128-765","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist

TEKsystems, Inc
Rockville
Full Time


1) Experience as a Developer, Data Analyst or Data Scientist. Any years of experience will be considered. 2) Strong experience around data development and/or big data solutions. Preferably with Sca...



Easy Apply","https://www.careerbuilder.com/job/J3N7SB6PVP4RSDDGPQD?ipath=CRJR20","","","Data Scientist","Rockville","$110K","Apache Hadoop"
"1571593095-676","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Data Scientist / UBA Developer

Kforce Technology
Madison
Full Time


Kforce has a client seeking a Data Scientist/UBA Developer to join the product team Madison, Wisconsin (WI).
Summary:
This employee will work with work across multiple departments to develop an...



Easy Apply","https://www.careerbuilder.com/job/J3V5MD72PPVVCVV1CC0?ipath=CRJR35","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist / UBA Developer","Madison","$150K","Authentications"
"1571593070-608","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","28 days ago
Senior Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


As a Senior Data Scientist , you are free to explore unique solutions and try fresh ideas that will benefit our trading business and investment companies. You’ll collaborate with some of tech’s and...



Easy Apply","https://www.careerbuilder.com/job/J2P3CB6YFB38WJ2QQHB?ipath=CRJR47","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Chicago","$110K","Trading"
"1571593120-742","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Data Scientist

Lucas Group - Search
Orlando
Full Time


The Data Scientist works closely with the Finance, Operations, Business Intelligence, and Investment teams to maintain and improve the data infrastructure and turn data into critical information an...



Easy Apply","https://www.careerbuilder.com/job/J3M1Y6701JX7LDJ4MD4?ipath=CRJR24","","","Data Scientist","Orlando","$83K","Microsoft Family Safety"
"1571593158-845","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Big Data Scientist

Jefferson Frank
Reston
Full Time


This client is a thought leader in digital solutions and they are looking to take on a Sr. Data Scientist to develop their data team further. Work with some of the largest telecommunications compan...



Easy Apply","https://www.careerbuilder.com/job/J3P7YR6V6ZXKK13G44K?ipath=CRJR6","","","Big Data Scientist","Reston, VA","$140K","Analytics"
"1571593081-640","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Market Data Scientist

Collabera
Saint Louis
Contractor


Responsible for conducting data analysis and developing predictive models leveraging data science and machine learning to solve various business use cases, including marketing intelligence, custome...



Easy Apply","https://www.careerbuilder.com/job/J3T78D604C5JWG93SJW?ipath=CRJR42","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Market Data Scientist","Saint Louis","$96K","Data Mining"
"1571593085-650","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","11 days ago
Principal Data Scientist

Kforce Technology
Irving
Contractor


Kforce has a client in search of a Principal Data Scientist in Irving, Texas (TX).
Responsibilities:
Develop, install, maintain, and modify advanced scientific and/or engineering application p...



Easy Apply","https://www.careerbuilder.com/job/J3S71H6NGXB6X6VQGBX?ipath=CRJR40","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal Data Scientist","Irving","$97K","Artificial Neural Networks"
"1571593126-759","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


3 days ago
Data Scientist

Irvine Technology Corporation
Houston
Full Time


IMMEDIATE NEED for a Data Scientist to join an excellent company at their Houston TX location regarding a Direct Hire role. The ideal candidate would help execute visionary web based projects to cr...



Easy Apply","https://www.careerbuilder.com/job/J3P4MR5XLWHRSLCQMLS?ipath=CRJR21","","","Data Scientist","Houston","$100K","Machine Learning"
"1571593101-694","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


11 days ago
MARKET DATA SCIENTIST

Integrated Resources, Inc
St. Louis
Contractor


The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must...



Easy Apply","https://www.careerbuilder.com/job/J3P7Z3768RSL38YVHHB?ipath=CRJR32","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","MARKET DATA SCIENTIST","St. Louis","$96K","Text Mining"
"1571593089-657","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","23 days ago
Chief Data Scientist

Jefferson Frank
Chevy Chase
Full Time


My client in Reston, VA is on the search for a Chief Data Scientist. As a Chief Data Scientist you will be leading a team of 4 data scientists and 2 data engineers. You will be building out this de...
£21,001 / year


Easy Apply","https://www.careerbuilder.com/job/J3R4CF68TCC76PXDLDQ?ipath=CRJR38","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Chief Data Scientist","Chevy Chase","$21K","Search (Computer Science)"
"1571593134-780","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)

LMI
McLean
Full Time


The position will require the application and creation of advanced methodologies to continuously discover unique cyber threat indicators to help protect our customers from the most sophisticated, a...","https://www.careerbuilder.com/job/J3V56C6PWMQ9DGJ30L9?ipath=CRJR17","","","Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)","McLean","$130K","Analytic Applications"
"1571593158-849","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Big Data Scientist

Jefferson Frank
Reston
Full Time


This client is a thought leader in digital solutions and they are looking to take on a Sr. Data Scientist to develop their data team further. Work with some of the largest telecommunications compan...



Easy Apply","https://www.careerbuilder.com/job/J3P7YR6V6ZXKK13G44K?ipath=CRJR6","","","Big Data Scientist","Reston, VA","$140K","Information Technology"
"1571593138-794","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Senior Data Scientist

TEKsystems, Inc
Lansing
Full Time


The main focus for this role is developing/monitoring models used in multivariate analysis, linear modeling and data mining. This would include developing and testing predictive risk models; intera...



Easy Apply","https://www.careerbuilder.com/job/J3N1D877DRQB6QHDM4H?ipath=CRJR15","","","Senior Data Scientist","Lansing","$160K","Data Mining"
"1571593126-760","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


3 days ago
Data Scientist

Irvine Technology Corporation
Houston
Full Time


IMMEDIATE NEED for a Data Scientist to join an excellent company at their Houston TX location regarding a Direct Hire role. The ideal candidate would help execute visionary web based projects to cr...



Easy Apply","https://www.careerbuilder.com/job/J3P4MR5XLWHRSLCQMLS?ipath=CRJR21","","","Data Scientist","Houston","$100K","Natural Language Processing"
"1571593130-772","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Sr. Data Scientist

Jefferson Frank
Tysons
Full Time


My client in Tysons, VA are currently searching for a Sr. Data Scientist to speak with clients as well as do some in-house projects within Machine Learning and Deep Learning. Work with a team of da...



Easy Apply","https://www.careerbuilder.com/job/J3Q12K70T0HZP2VC952?ipath=CRJR19","","","Sr. Data Scientist","Tysons","$120K","Machine Learning"
"1571593116-730","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Digital Data Scientist

Apex Systems
Cincinnati
Full Time


Apex Systems is seeking a Digital Data Scientist to work with one of our clients in the Greater Cincinnati area. Job requirements are below: Position Summary: Lead the design, development, ...



Easy Apply","https://www.careerbuilder.com/job/J3T2S278712H4801QS6?ipath=CRJR26","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Digital Data Scientist","Cincinnati","$64K","Power Bi"
"1571593087-655","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","27 days ago
Principal Data Scientist

Jefferson Frank
Chevy Chase
Full Time


My client in Chevy Chase, MD is on the search for a Principal Data Scientist and a Sr. Data Scientist. As a Principal Data Scientist you will be leading a team of 4 scientists and 2 data engineers....



Easy Apply","https://www.careerbuilder.com/job/J3Q485682M6BVCV008L?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal Data Scientist","Chevy Chase","$130K","Search (Computer Science)"
"1571593101-692","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


11 days ago
MARKET DATA SCIENTIST

Integrated Resources, Inc
St. Louis
Contractor


The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must...



Easy Apply","https://www.careerbuilder.com/job/J3P7Z3768RSL38YVHHB?ipath=CRJR32","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","MARKET DATA SCIENTIST","St. Louis","$96K","Data Visualization"
"1571593126-757","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


3 days ago
Data Scientist

Irvine Technology Corporation
Houston
Full Time


IMMEDIATE NEED for a Data Scientist to join an excellent company at their Houston TX location regarding a Direct Hire role. The ideal candidate would help execute visionary web based projects to cr...



Easy Apply","https://www.careerbuilder.com/job/J3P4MR5XLWHRSLCQMLS?ipath=CRJR21","","","Data Scientist","Houston","$100K","Artificial Neural Networks"
"1571593130-768","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Sr. Data Scientist

Jefferson Frank
Tysons
Full Time


My client in Tysons, VA are currently searching for a Sr. Data Scientist to speak with clients as well as do some in-house projects within Machine Learning and Deep Learning. Work with a team of da...



Easy Apply","https://www.careerbuilder.com/job/J3Q12K70T0HZP2VC952?ipath=CRJR19","","","Sr. Data Scientist","Tysons","$120K","Deep Learning"
"1571593134-781","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)

LMI
McLean
Full Time


The position will require the application and creation of advanced methodologies to continuously discover unique cyber threat indicators to help protect our customers from the most sophisticated, a...","https://www.careerbuilder.com/job/J3V56C6PWMQ9DGJ30L9?ipath=CRJR17","","","Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)","McLean","$130K","Architecture"
"1571593118-733","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Senior Data Scientist -Boston-145K+

Nigel Frank International US
Boston
Full Time


Data Scientist Required Experience &amp; Qualifications: Familiar with Hadoop, Spark or other Big Data Platforms Familiar with Cloud-based Machine Learning platforms such as Azure ML or Spark MLib ...
$145,000 - $155,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q4CG77K0J418Z6QTX?ipath=CRJR25","","","Senior Data Scientist -Boston-145K+","Boston","$150K","Data Mining"
"1571593099-684","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Sr. Data Scientist

Chicago
Full Time


As part of our Government Products Reporting and Insights team, you will support the most vulnerable of our population: Medicare and Medicaid members. By gathering and analyzing their health, utili...
$120,000 - $125,000 / year


Easy Apply","https://www.careerbuilder.com/job/J2N4R668FRLYMF8H147?ipath=CRJR33","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Sr. Data Scientist","Full-Time","$120K","Data Analysis"
"1571593156-841","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

Robert Half Technology
McLean
Full Time


As a senior data scientist, you will help business units effectively use data to make better decisions. You will apply your knowledge of various statistical and machine-learning techniques to lead ...
$130,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3R2C276FL2M3FD3Y36?ipath=CRJR7","","","Data Scientist","McLean","$140K","Data Mining"
"1571593160-852","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist with Azure Experience-Boston-160K+

Nigel Frank International US
Boston
Full Time


Design, deploy and maintain statistical, predictive and data mining models to translate data into meaningful insights and recommendations across my clients financial, operational and strategic busi...
$160,000 - $170,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3M2L368Y5XCHQSZDN7?ipath=CRJR5","","","Data Scientist with Azure Experience-Boston-160K+","Boston","$170K","Big Data"
"1571593066-596","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Principal / Lead Data Scientist

Nigel Frank International US
New York
Contractor


My client who is one the best product companies in the country is actively looking for an experienced Principal / Lead Data Scientist. Candidate will work as part of an interdisciplinary Agile team...



Easy Apply","https://www.careerbuilder.com/job/J3V017660JKMDP9JCRN?ipath=CRJR49","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal / Lead Data Scientist","New York","$140K","Algorithms"
"1571593087-654","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","27 days ago
Principal Data Scientist

Jefferson Frank
Chevy Chase
Full Time


My client in Chevy Chase, MD is on the search for a Principal Data Scientist and a Sr. Data Scientist. As a Principal Data Scientist you will be leading a team of 4 scientists and 2 data engineers....



Easy Apply","https://www.careerbuilder.com/job/J3Q485682M6BVCV008L?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal Data Scientist","Chevy Chase","$130K","Amazon Web Services"
"1571593097-677","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA

American Cybersystems, Inc. (ACS Group)
Boston
Contractor


Client is looking for Data Scientist Consultant / Data Science Engineer with extensive experience in Machine Learning. Should have extensive experience in Python. Familiar with Deep Learning, N...



Easy Apply","https://www.careerbuilder.com/job/JDD1VS6P5H8DXXP9BN3?ipath=CRJR34","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA","Boston","null","Deep Learning"
"1571593134-782","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)

LMI
McLean
Full Time


The position will require the application and creation of advanced methodologies to continuously discover unique cyber threat indicators to help protect our customers from the most sophisticated, a...","https://www.careerbuilder.com/job/J3V56C6PWMQ9DGJ30L9?ipath=CRJR17","","","Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)","McLean","$130K","Storage (Computing)"
"1571593160-851","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist with Azure Experience-Boston-160K+

Nigel Frank International US
Boston
Full Time


Design, deploy and maintain statistical, predictive and data mining models to translate data into meaningful insights and recommendations across my clients financial, operational and strategic busi...
$160,000 - $170,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3M2L368Y5XCHQSZDN7?ipath=CRJR5","","","Data Scientist with Azure Experience-Boston-160K+","Boston","$170K","Data Visualization"
"1571593085-649","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","11 days ago
Principal Data Scientist

Kforce Technology
Irving
Contractor


Kforce has a client in search of a Principal Data Scientist in Irving, Texas (TX).
Responsibilities:
Develop, install, maintain, and modify advanced scientific and/or engineering application p...



Easy Apply","https://www.careerbuilder.com/job/J3S71H6NGXB6X6VQGBX?ipath=CRJR40","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal Data Scientist","Irving","$97K","Text Mining"
"1571593120-741","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Data Scientist

Lucas Group - Search
Orlando
Full Time


The Data Scientist works closely with the Finance, Operations, Business Intelligence, and Investment teams to maintain and improve the data infrastructure and turn data into critical information an...



Easy Apply","https://www.careerbuilder.com/job/J3M1Y6701JX7LDJ4MD4?ipath=CRJR24","","","Data Scientist","Orlando","$83K","Microsoft Azure"
"1571593124-750","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","14 days ago
Data Scientist

Genesis10
Charlotte
Contractor


The Data Scientist is responsible for being a part of the execution team of advanced analytics techniques with the objective of creating casual inferences, predictions and recommendations for the t...



Easy Apply","https://www.careerbuilder.com/job/J3R7G66442THXDGQ1CD?ipath=CRJR22","","","Data Scientist","Charlotte","$120K","Tensorflow"
"1571593078-632","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Data Scientist

INX International Ink Co.
Schaumburg
Full Time


INX is looking for a Data Scientist who will support our production, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using la...



Easy Apply","https://www.careerbuilder.com/job/J2P1YQ6B835PHWXB0S1?ipath=CRJR43","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist","Schaumburg","$100K","Statistics"
"1571593116-725","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Digital Data Scientist

Apex Systems
Cincinnati
Full Time


Apex Systems is seeking a Digital Data Scientist to work with one of our clients in the Greater Cincinnati area. Job requirements are below: Position Summary: Lead the design, development, ...



Easy Apply","https://www.careerbuilder.com/job/J3T2S278712H4801QS6?ipath=CRJR26","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Digital Data Scientist","Cincinnati","$64K","Systems Analysis"
"1571593122-746","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","1 day ago
Data Scientist

A-Line Staffing Solutions
Boston
Full Time


You will leverage your technical knowledge and experience to help design data ingestion and data preparation patterns which are reusable within and across teams
Daily you will be working a variet...
$75 - $103 / hour


Easy Apply","https://www.careerbuilder.com/job/J2V08V733GL7R49QSRZ?ipath=CRJR23","","","Data Scientist","Boston","$89","My Sql"
"1571593112-717","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Team Lead Data Scientist- ATL- $130K+

Jefferson Frank
Atlanta
Full Time


As a Data Science Team Lead, you will be responsible for leading a team in order to build proprietary data and analytics capabilities to help better understand customers and clients. As a Data Scie...
$130,000 - $140,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q5686BMBHN4HWXYPX?ipath=CRJR28","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Team Lead Data Scientist- ATL- $130K+","Atlanta","null","Tensorflow"
"1571593136-789","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist

Kforce Technology
Herndon
Contractor


Kforce has a client that is seeking a Data Scientist in Herndon, Virginia (VA).
Essential Duties:
Lead and perform hands-on analysis and modeling involving the creation of intervention hypothe...



Easy Apply","https://www.careerbuilder.com/job/J3Q57P60C8R5X2BSW0J?ipath=CRJR16","","","Data Scientist","Herndon","$110K","Sqoop"
"1571593141-798","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","11 days ago
Data Scientist - Allen, TX - 7 Years Experience

HumCap Recruiting
Allen
Full Time


Our client, a growing tech firm, is seeking a Senior Data Scientist to join their growing team. The ideal candidate will be highly involved with running analytical experiments in a methodical manne...
$170,000 - $190,000 / year


Easy Apply","https://www.careerbuilder.com/job/JD97YW79GCZTDPL5VS0?ipath=CRJR14","","","Data Scientist - Allen, TX - 7 Years Experience","Allen","null","Sql (Programming Language)"
"1571593093-673","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","19 days ago
Data Scientist - Madison, Wisconsin - $80-115K

Nigel Frank International US
Sun Prairie
Full Time


One of the leading Retailers in Wisconsin with over 150 retail locations is on the lookout for a Data Scientist with skills in hardcore data analysis and engineering skills to be based out of Madis...
$80,000 - $115,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3T7F863TPB7XCSRB3L?ipath=CRJR36","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist - Madison, Wisconsin - $80-115K","Sun Prairie","$98K","Supply Chain Management"
"1571593076-627","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","13 days ago
Senior Data Scientist

Kforce Technology
Philadelphia
Full Time


Kforce has a client that is seeking a Senior Data Scientist in Philadelphia, Pennsylvania (PA).
Essential Duties:
Researches and identifies Machine Learning (ML) and Natural Language Processin...



Easy Apply","https://www.careerbuilder.com/job/J3S7WH6VR0XTKF73Z7X?ipath=CRJR44","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Philadelphia","$110K","Java (Programming Language)"
"1571593162-860","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Lead Data Scientist-Milwaukee, Wisconsin

Jefferson Frank
Milwaukee
Full Time


The Lead Data Scientist will work with a nimble team to find key business solutions with exploratory data analysis, statistical inference, data mining and machine learning with a wealth of commerci...



Easy Apply","https://www.careerbuilder.com/job/J3P6966X516Z2BTQ1TD?ipath=CRJR4","","","Lead Data Scientist-Milwaukee, Wisconsin","Milwaukee","$120K","Data Science"
"1571593162-862","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Lead Data Scientist-Milwaukee, Wisconsin

Jefferson Frank
Milwaukee
Full Time


The Lead Data Scientist will work with a nimble team to find key business solutions with exploratory data analysis, statistical inference, data mining and machine learning with a wealth of commerci...



Easy Apply","https://www.careerbuilder.com/job/J3P6966X516Z2BTQ1TD?ipath=CRJR4","","","Lead Data Scientist-Milwaukee, Wisconsin","Milwaukee","$120K","C (Programming Language)"
"1571593112-715","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Team Lead Data Scientist- ATL- $130K+

Jefferson Frank
Atlanta
Full Time


As a Data Science Team Lead, you will be responsible for leading a team in order to build proprietary data and analytics capabilities to help better understand customers and clients. As a Data Scie...
$130,000 - $140,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q5686BMBHN4HWXYPX?ipath=CRJR28","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Team Lead Data Scientist- ATL- $130K+","Atlanta","null","Natural Language Processing"
"1571593156-842","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

Robert Half Technology
McLean
Full Time


As a senior data scientist, you will help business units effectively use data to make better decisions. You will apply your knowledge of various statistical and machine-learning techniques to lead ...
$130,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3R2C276FL2M3FD3Y36?ipath=CRJR7","","","Data Scientist","McLean","$140K","Artificial Neural Networks"
"1571593146-810","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","4 days ago
Senior Data Scientist

Technology Consulting, Inc
Louisville
Full Time


Our client is a national leader in the health insurance industry and they are in a quest to find a Senior Data Scientist to build and grow a new BI team. Ideal candidates will have experience worki...



Easy Apply","https://www.careerbuilder.com/job/JCM2QN6WG6SWHW7RNXX?ipath=CRJR12","","","Senior Data Scientist","Louisville","$97K","Business Intelligence"
